,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
10,10,10,10,10,10,10,10,2020-01-08,Wed,EFL Cup,Semi-finals,Away,D 1–1,Aston Villa,Leicester City,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/00a88285/Leicester-City-Aston-Villa-January-8-2020-EFL-Cup,0.5,0.6666666666666666,0.5
11,11,11,11,11,11,11,11,2020-01-12,Sun,Premier League,Matchweek 22,Home,L 1–6,Aston Villa,Manchester City,Y,CB,90,0,0,0,0,0.0,0.0,0,0,51.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,41.0,75.6,0.0,30.0,0.0,2.0,2.0,/en/matches/ffb4946c/Aston-Villa-Manchester-City-January-12-2020-Premier-League,0.0,0.5,0.5
12,12,12,12,12,12,12,12,2020-01-18,Sat,Premier League,Matchweek 23,Away,D 1–1,Aston Villa,Brighton,Y,CB,90,0,0,0,0,0.0,0.0,0,0,72.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,48.0,56.0,85.7,3.0,35.0,0.0,2.0,1.0,/en/matches/bd044bad/Brighton-and-Hove-Albion-Aston-Villa-January-18-2020-Premier-League,0.5,0.5,0.5
13,13,13,13,13,13,13,13,2020-01-21,Tue,Premier League,Matchweek 24,Home,W 2–1,Aston Villa,Watford,Y,CB,90,0,0,0,0,2.0,0.0,0,0,91.0,0.0,4.0,0.0,0.1,0.1,0.0,1.0,0.0,65.0,84.0,77.4,10.0,53.0,6.0,2.0,2.0,/en/matches/3deb145e/Aston-Villa-Watford-January-21-2020-Premier-League,1.0,0.3333333333333333,0.5
14,14,14,14,14,14,14,14,2020-01-28,Tue,EFL Cup,Semi-finals,Home,W 2–1,Aston Villa,Leicester City,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/9d9f4927/Aston-Villa-Leicester-City-January-28-2020-EFL-Cup,1.0,0.5,0.5
15,15,15,15,15,15,15,15,2020-02-01,Sat,Premier League,Matchweek 25,Away,L 1–2,Aston Villa,Bournemouth,Y,CB,90,0,0,0,0,0.0,0.0,1,0,96.0,1.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,55.0,81.0,67.9,7.0,46.0,1.0,1.0,0.0,/en/matches/db21a88a/Bournemouth-Aston-Villa-February-1-2020-Premier-League,0.0,0.8333333333333334,0.5
16,16,16,16,16,16,16,16,2020-02-16,Sun,Premier League,Matchweek 26,Home,L 2–3,Aston Villa,Tottenham,Y,CB,90,0,0,0,0,2.0,0.0,0,0,88.0,2.0,1.0,6.0,0.4,0.4,0.0,1.0,0.0,49.0,72.0,68.1,5.0,40.0,0.0,3.0,3.0,/en/matches/ebfe971d/Aston-Villa-Tottenham-Hotspur-February-16-2020-Premier-League,0.0,0.6666666666666666,0.5
17,17,17,17,17,17,17,17,2020-02-22,Sat,Premier League,Matchweek 27,Away,L 0–2,Aston Villa,Southampton,Y,CB,90,0,0,0,0,0.0,0.0,0,0,69.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,51.0,61.0,83.6,1.0,34.0,0.0,1.0,0.0,/en/matches/66823ac4/Southampton-Aston-Villa-February-22-2020-Premier-League,0.0,0.3333333333333333,0.5
18,18,18,18,18,18,18,18,2020-06-17,Wed,Premier League,Matchweek 28,Home,D 0–0,Aston Villa,Sheffield Utd,Y,CB,90,0,0,0,0,5.0,1.0,0,0,63.0,0.0,0.0,1.0,0.4,0.4,0.1,1.0,0.0,40.0,49.0,81.6,2.0,36.0,0.0,0.0,0.0,/en/matches/18961bf7/Aston-Villa-Sheffield-United-June-17-2020-Premier-League,0.5,0.0,0.5
19,19,19,19,19,19,19,19,2020-06-21,Sun,Premier League,Matchweek 30,Home,L 1–2,Aston Villa,Chelsea,Y,CB,90,1,0,0,0,3.0,2.0,0,0,41.0,0.0,1.0,1.0,0.8,0.8,0.0,1.0,1.0,15.0,25.0,60.0,0.0,13.0,0.0,0.0,0.0,/en/matches/827d4651/Aston-Villa-Chelsea-June-21-2020-Premier-League,0.0,0.1666666666666666,0.5
20,20,20,20,20,20,20,20,2020-06-24,Wed,Premier League,Matchweek 31,Away,D 1–1,Aston Villa,Newcastle Utd,Y,CB,90,0,0,0,0,1.0,0.0,1,0,55.0,1.0,1.0,1.0,0.1,0.1,0.0,1.0,0.0,32.0,42.0,76.2,3.0,32.0,1.0,0.0,0.0,/en/matches/66027e20/Newcastle-United-Aston-Villa-June-24-2020-Premier-League,0.5,0.1666666666666666,0.5
21,21,21,21,21,21,21,21,2020-06-27,Sat,Premier League,Matchweek 32,Home,L 0–1,Aston Villa,Wolves,Y,CB,90,0,0,0,0,3.0,0.0,0,0,44.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,0.0,30.0,36.0,83.3,2.0,26.0,0.0,0.0,0.0,/en/matches/b4483d72/Aston-Villa-Wolverhampton-Wanderers-June-27-2020-Premier-League,0.0,0.3333333333333333,0.5
22,22,22,22,22,22,22,22,2020-07-05,Sun,Premier League,Matchweek 33,Away,L 0–2,Aston Villa,Liverpool,Y,CB,90,0,0,0,0,0.0,0.0,0,0,29.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,12.0,18.0,66.7,0.0,10.0,0.0,0.0,0.0,/en/matches/c2481cad/Liverpool-Aston-Villa-July-5-2020-Premier-League,0.0,0.1666666666666666,0.5
23,23,23,23,23,23,23,23,2020-07-09,Thu,Premier League,Matchweek 34,Home,L 0–3,Aston Villa,Manchester Utd,Y,CB,90,0,0,0,0,1.0,0.0,0,0,33.0,0.0,3.0,1.0,0.1,0.1,0.0,0.0,0.0,18.0,23.0,78.3,1.0,21.0,0.0,0.0,0.0,/en/matches/61422f26/Aston-Villa-Manchester-United-July-9-2020-Premier-League,0.0,0.1666666666666666,0.5
24,24,24,24,24,24,24,24,2020-07-26,Sun,Premier League,Matchweek 38,Away,D 1–1,Aston Villa,West Ham,N,CB,15,0,0,0,0,0.0,0.0,0,0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,1.0,0.0,0.0,0.0,/en/matches/a3f59c8e/West-Ham-United-Aston-Villa-July-26-2020-Premier-League,0.5,0.0,0.5
