,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
12,12,12,12,12,12,12,12,2023-01-14,Sat,Premier League,Matchweek 20,Home,W 1–0,Wolves,West Ham,N,FW,27,0,0,0,0,0.0,0.0,0,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,66.7,0.0,8.0,0.0,0.0,0.0,/en/matches/20fbd1a1/Wolverhampton-Wanderers-West-Ham-United-January-14-2023-Premier-League,1.0,0.3333333333333333,0.5
13,13,13,13,13,13,13,13,2023-01-17,Tue,FA Cup,Third round proper,Home,L 0–1,Wolves,Liverpool,Y,FW,83,0,0,0,0,2.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/fb6d14cd/Wolverhampton-Wanderers-Liverpool-January-17-2023-FA-Cup,0.0,0.6666666666666666,0.5
14,14,14,14,14,14,14,14,2023-01-22,Sun,Premier League,Matchweek 21,Away,L 0–3,Wolves,Manchester City,Y,FW,45,0,0,0,0,0.0,0.0,0,0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,50.0,0.0,8.0,0.0,2.0,1.0,/en/matches/7337f90a/Manchester-City-Wolverhampton-Wanderers-January-22-2023-Premier-League,0.0,0.5,0.5
15,15,15,15,15,15,15,15,2023-02-04,Sat,Premier League,Matchweek 22,Home,W 3–0,Wolves,Liverpool,N,FW,31,0,0,0,0,3.0,0.0,0,0,16.0,1.0,0.0,0.0,0.6,0.6,0.0,2.0,0.0,10.0,11.0,90.9,2.0,10.0,0.0,0.0,0.0,/en/matches/d67a16c8/Wolverhampton-Wanderers-Liverpool-February-4-2023-Premier-League,1.0,0.3333333333333333,0.5
16,16,16,16,16,16,16,16,2023-02-18,Sat,Premier League,Matchweek 24,Home,L 0–1,Wolves,Bournemouth,N,RW,14,0,0,0,0,0.0,0.0,0,0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,40.0,0.0,9.0,0.0,0.0,0.0,/en/matches/eaf37ab4/Wolverhampton-Wanderers-Bournemouth-February-18-2023-Premier-League,0.0,0.3333333333333333,0.5
17,17,17,17,17,17,17,17,2023-02-24,Fri,Premier League,Matchweek 25,Away,D 1–1,Wolves,Fulham,Y,FW,83,0,1,0,0,1.0,0.0,0,0,36.0,2.0,0.0,0.0,0.1,0.1,0.2,3.0,1.0,19.0,28.0,67.9,2.0,19.0,0.0,2.0,1.0,/en/matches/b452508e/Fulham-Wolverhampton-Wanderers-February-24-2023-Premier-League,0.5,0.3333333333333333,0.5
18,18,18,18,18,18,18,18,2023-03-01,Wed,Premier League,Matchweek 7,Away,L 0–2,Wolves,Liverpool,Y,FW,78,0,0,0,0,2.0,0.0,0,0,26.0,2.0,0.0,0.0,0.1,0.1,0.7,1.0,0.0,12.0,16.0,75.0,0.0,16.0,0.0,1.0,0.0,/en/matches/5e05f5f4/Liverpool-Wolverhampton-Wanderers-March-1-2023-Premier-League,0.0,0.5,0.5
19,19,19,19,19,19,19,19,2023-03-04,Sat,Premier League,Matchweek 26,Home,W 1–0,Wolves,Tottenham,N,"AM,FW",63,0,0,0,0,2.0,2.0,0,0,21.0,2.0,0.0,1.0,0.1,0.1,0.2,3.0,1.0,8.0,13.0,61.5,1.0,13.0,0.0,1.0,1.0,/en/matches/bf4ac62d/Wolverhampton-Wanderers-Tottenham-Hotspur-March-4-2023-Premier-League,1.0,0.1666666666666666,0.5
20,20,20,20,20,20,20,20,2023-03-12,Sun,Premier League,Matchweek 27,Away,L 1–2,Wolves,Newcastle Utd,Y,FW,90,0,0,0,0,1.0,1.0,0,0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,21.0,22.0,95.5,3.0,17.0,0.0,0.0,0.0,/en/matches/c416a3de/Newcastle-United-Wolverhampton-Wanderers-March-12-2023-Premier-League,0.0,0.5,0.5
21,21,21,21,21,21,21,21,2023-03-18,Sat,Premier League,Matchweek 28,Home,L 2–4,Wolves,Leeds United,Y,FW,90,0,0,0,0,2.0,2.0,0,0,26.0,1.0,0.0,0.0,0.6,0.6,0.2,1.0,0.0,14.0,20.0,70.0,1.0,3.0,1.0,0.0,0.0,/en/matches/3cb714a4/Wolverhampton-Wanderers-Leeds-United-March-18-2023-Premier-League,0.0,0.3333333333333333,0.5
22,22,22,22,22,22,22,22,2023-05-13,Sat,Premier League,Matchweek 36,Away,L 0–2,Wolves,Manchester Utd,N,FW,13,0,0,0,0,0.0,0.0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,60.0,0.0,5.0,0.0,1.0,0.0,/en/matches/f5d61382/Manchester-United-Wolverhampton-Wanderers-May-13-2023-Premier-League,0.0,0.3333333333333333,0.5
23,23,23,23,23,23,23,23,2023-05-28,Sun,Premier League,Matchweek 38,Away,L 0–5,Wolves,Arsenal,Y,FW,90,0,0,0,0,0.0,0.0,0,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,21.0,71.4,1.0,9.0,0.0,1.0,1.0,/en/matches/71d5bd41/Arsenal-Wolverhampton-Wanderers-May-28-2023-Premier-League,0.0,0.0,0.5
24,24,24,24,24,24,24,24,2023-06-07,Wed,Friendlies (M),Friendlies (M),Home,W 2–0,mx Mexico,gt Guatemala,Y*,FW,71,1,0,1,1,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/92dd8f1d/Mexico-Guatemala-June-7-2023-Friendlies-M,1.0,0.0,0.5
